4,33,4,21,5,5,5,0,0,0,19
24,2,4,2,8,0,0,0,0,0,5
6,8,4,6,10,0,0,0,0,0,1
10,9,3,11,1,3,2,2,0,0,1
6,2,1,2,6,3,0,0,0,0,1
