4.767811857163906097e-03,3.750064643099904060e-03,2.116784080862998962e-02
-1.927876174449920654e-01,2.846497809514403343e-03,-2.211190909147262573e-01
-4.149894788861274719e-02,-2.311298809945583344e-02,-8.577422052621841431e-02
2.046687901020050049e-01,-1.511832475662231445e-01,-1.301642358303070068e-01
-9.621516615152359009e-02,-1.621227711439132690e-01,4.743319377303123474e-02
-2.596668526530265808e-02,-1.824932545423507690e-02,-4.091103374958038330e-02
8.240329474210739136e-02,-9.796851314604282379e-03,8.904222398996353149e-02
-2.023595571517944336e-02,-1.218929812312126160e-01,5.604301765561103821e-02
5.579685047268867493e-02,-1.205924004316329956e-01,5.601963773369789124e-02
6.659555435180664062e-02,1.575223654508590698e-01,9.245923161506652832e-02
1.944067887961864471e-03,-2.128284890204668045e-03,-1.273431070148944855e-02
1.937846466898918152e-02,-1.057160459458827972e-02,1.832841895520687103e-02
-1.436045486479997635e-02,-1.676355255767703056e-03,9.853097610175609589e-03
-1.587035367265343666e-03,-1.293358858674764633e-02,1.396145671606063843e-02
9.033139795064926147e-03,-2.990644890815019608e-03,-8.177284151315689087e-03
4.127973690629005432e-03,1.519088400527834892e-03,-6.986229680478572845e-03
-3.790849121287465096e-03,-1.861678785644471645e-03,1.292520551942288876e-03
-5.883494159206748009e-04,-7.163850124925374985e-03,-7.477710023522377014e-03
-1.537641044706106186e-02,1.540544815361499786e-02,-5.379389971494674683e-03
6.824033800512552261e-03,-1.019352376461029053e-01,5.157912895083427429e-02
-1.219228357076644897e-01,-3.402068465948104858e-02,-9.887243062257766724e-02
-7.506876718252897263e-03,2.921360731124877930e-02,-2.713323198258876801e-02
-1.830099709331989288e-02,-1.099280044436454773e-01,6.328729540109634399e-02
-1.106500625610351562e-01,-2.117853909730911255e-01,1.390305114910006523e-04
1.190928444266319275e-01,-1.734055429697036743e-01,1.245625168085098267e-01
-8.336269110441207886e-02,-2.322761714458465576e-02,-7.066787034273147583e-02
-2.565053291618824005e-02,1.181526854634284973e-01,-3.900153562426567078e-02
1.020044088363647461e-01,1.820806115865707397e-01,9.298601746559143066e-02
2.310360781848430634e-02,-1.917378008365631104e-01,-9.339906275272369385e-03
1.055595837533473969e-02,6.915356963872909546e-03,1.896023750305175781e-03
1.099631283432245255e-02,2.316692844033241272e-02,-4.642725980374962091e-04
-1.072101481258869171e-02,1.197562552988529205e-02,1.118126604706048965e-02
3.572555957362055779e-03,-8.715704083442687988e-03,-1.671158359386026859e-03
1.612822152674198151e-02,-2.555015031248331070e-03,7.582858088426291943e-04
-2.627911278977990150e-03,-2.189148403704166412e-02,8.550547994673252106e-03
1.078893803060054779e-02,1.394571270793676376e-02,1.771565643139183521e-03
9.349776431918144226e-03,-1.170338504016399384e-02,5.784998182207345963e-03
-1.017749868333339691e-02,-7.291868794709444046e-03,1.167834503576159477e-03
1.937454752624034882e-02,-4.366448894143104553e-02,5.574858188629150391e-02
8.991652727127075195e-02,9.383651614189147949e-02,-3.826732933521270752e-02
-2.630857378244400024e-02,6.598199158906936646e-02,-7.687045633792877197e-02
3.863175213336944580e-02,8.517358452081680298e-02,7.145792711526155472e-03
-1.265710592269897461e-01,1.752458959817886353e-01,1.560673266649246216e-01
-1.672523617744445801e-01,-1.003718525171279907e-01,-1.539658308029174805e-01
-8.999637514352798462e-02,-2.680646479129791260e-01,1.195220425724983215e-01
4.538438469171524048e-02,1.900131553411483765e-01,-6.364976614713668823e-02
3.232352435588836670e-02,9.242892265319824219e-02,8.559857815271243453e-05
9.882630407810211182e-02,-2.168228924274444580e-01,7.343335449695587158e-02
9.076613001525402069e-03,3.085868665948510170e-03,9.759012609720230103e-03
3.216058015823364258e-03,-3.472797805443406105e-03,5.168036092072725296e-03
1.030614785850048065e-02,-6.139957811683416367e-03,8.693842217326164246e-03
1.166291814297437668e-02,1.710085198283195496e-03,-3.400482470169663429e-03
1.375032495707273483e-02,-9.231790900230407715e-03,1.162024121731519699e-02
-6.872704252600669861e-04,2.812505234032869339e-03,-1.828777953051030636e-03
2.357508288696408272e-03,-4.849168180953711271e-04,9.426044998690485954e-04
1.342472806572914124e-02,1.423653215169906616e-02,1.631971634924411774e-02
-3.386931726709008217e-03,7.681845221668481827e-03,-5.016096867620944977e-03
5.885526165366172791e-02,-5.021349713206291199e-02,3.455337882041931152e-02
-1.940593868494033813e-02,3.661739081144332886e-02,8.372604846954345703e-02
7.290819287300109863e-02,1.467569768428802490e-01,1.440425962209701538e-01
6.443193554878234863e-02,2.114554345607757568e-01,7.348573952913284302e-02
