0	0.5474886298179626	0.5501140356063843
100	0.192618727684021	0.6948606967926025
200	0.01504218578338623	0.9713047742843628
0	0.5041104555130005	0.5337918996810913
100	0.13818007707595825	0.7829659581184387
200	0.012739419937133789	0.9750580191612244
0	0.45531654357910156	0.5392998456954956
100	0.0839276909828186	0.8468384742736816
200	0.011934459209442139	0.9764442443847656
0	0.5542107224464417	0.5506104230880737
100	0.15513938665390015	0.7444896697998047
200	0.01610487699508667	0.9687533378601074
0	0.42612481117248535	0.8106545805931091
100	0.055976152420043945	0.9463951587677002
200	0.010770142078399658	0.9787622094154358
300	0.010278046131134033	0.9796547293663025
400	0.010254919528961182	0.9797009825706482
500	0.01022869348526001	0.9797516465187073
600	0.01019895076751709	0.9798101782798767
700	0.010167062282562256	0.9798726439476013
800	0.010131597518920898	0.9799430966377258
900	0.010092198848724365	0.9800195693969727
1000	0.010048866271972656	0.9801047444343567
1100	0.010001838207244873	0.9801967740058899
0	0.49676626920700073	0.5634364485740662
100	0.08894383907318115	0.8621510863304138
0	0.4665795564651489	0.5200291872024536
100	0.08423358201980591	0.8533614277839661
200	0.02180325984954834	0.9574167728424072
300	0.020404338836669922	0.9600294828414917
400	0.020332753658294678	0.9601653814315796
500	0.020254194736480713	0.9603151082992554
600	0.020163536071777344	0.9604902267456055
700	0.020060956478118896	0.9606859683990479
0	0.6420872807502747	0.6215425729751587
100	0.11380738019943237	0.7984575033187866
200	0.0227392315864563	0.9555651545524597
300	0.020038902759552002	0.9607255458831787
0	0.279757559299469	0.614537239074707
100	0.030742883682250977	0.9416285753250122
0	0.6465145349502563	0.5546110272407532
100	0.22737842798233032	0.669545590877533
200	0.021135985851287842	0.958720862865448
300	0.020018041133880615	0.9607678055763245
0	0.3988620638847351	0.6395787000656128
100	0.09004342555999756	0.8768758773803711
200	0.030570149421691895	0.9407454133033752
0	0.4534519910812378	0.5255887508392334
100	0.14777928590774536	0.7529392242431641
200	0.03512883186340332	0.9323506355285645
300	0.032153308391571045	0.9377623796463013
400	0.03200483322143555	0.9380391240119934
500	0.0318412184715271	0.9383463263511658
600	0.03166079521179199	0.938683271408081
700	0.03145831823348999	0.9390624761581421
800	0.031231999397277832	0.9394868612289429
900	0.03097432851791382	0.9399705529212952
1000	0.030672192573547363	0.9405366778373718
1100	0.030312836170196533	0.9412124752998352
0	0.4827858805656433	0.5391952991485596
100	0.08920687437057495	0.8451775908470154
200	0.031771302223205566	0.9386113882064819
0	0.2777256369590759	0.620911717414856
100	0.07213699817657471	0.8760666251182556
0	0.6747750639915466	0.5906316041946411
100	0.17814314365386963	0.7208890914916992
200	0.035995304584503174	0.9316167831420898
300	0.03076833486557007	0.9403620958328247
400	0.030600249767303467	0.9406719207763672
500	0.03047126531600952	0.9409143924713135
600	0.030335962772369385	0.9411681890487671
700	0.03019702434539795	0.9414306879043579
800	0.03005194664001465	0.9417020082473755
0	0.5049540996551514	0.6153814792633057
100	0.14334052801132202	0.7992966771125793
200	0.04334360361099243	0.9186399579048157
0	0.5419633984565735	0.5118074417114258
100	0.1855931282043457	0.7098485827445984
200	0.05026412010192871	0.9047315120697021
300	0.0402759313583374	0.9227020740509033
0	0.5401449203491211	0.580682098865509
100	0.1435776948928833	0.7683362364768982
200	0.045852720737457275	0.9127622842788696
0	0.632874608039856	0.5590610504150391
100	0.15865135192871094	0.7563502788543701
200	0.04705148935317993	0.9106844663619995
300	0.04226583242416382	0.919063925743103
400	0.04121047258377075	0.9209904670715332
500	0.04038053750991821	0.9225112795829773
0	0.5076952576637268	0.5420123338699341
100	0.10672998428344727	0.8183543086051941
200	0.043018341064453125	0.9180452823638916
300	0.04035937786102295	0.9225445985794067
0	0.5131716132164001	0.5143392086029053
100	0.13121497631072998	0.7750678658485413
200	0.049967944622039795	0.9050869941711426
0	0.3795166015625	0.5461482405662537
100	0.08770036697387695	0.840334951877594
200	0.051421940326690674	0.9025068879127502
300	0.05020153522491455	0.9046478867530823
0	0.5477486252784729	0.5434368848800659
100	0.15178197622299194	0.7432459592819214
200	0.058893799781799316	0.8893259167671204
300	0.05004233121871948	0.9049264192581177
0	0.6193455457687378	0.6149109601974487
100	0.1422814130783081	0.7863317728042603
0	0.6209715604782104	0.5461400747299194
100	0.10524129867553711	0.8143598437309265
200	0.051051199436187744	0.9031205773353577
300	0.050580620765686035	0.903957724571228
400	0.05015283823013306	0.9047259092330933
