0	0.58	0.6519002765417099	0.7831185128337597
5	0.66	0.6310936510562897	0.7681781744989464
10	0.58	0.6084176450967789	0.7525328386102199
15	0.7	0.5829897522926331	0.7360531366708667
20	0.66	0.5531370639801025	0.7173881142293146
25	0.64	0.521033301949501	0.6986599020612483
30	0.38	0.4827699065208435	0.6772979534933785
35	0.28	0.43847188353538513	0.6552094869091547
40	0.44	0.3899797201156616	0.6332035735287316
45	0.32	0.3369278609752655	0.6121069281493614
50	0.2	0.27796992659568787	0.5925458485360029
55	0.14	0.21581709384918213	0.575569547312099
60	0.22	0.14756307005882263	0.562294325316828
65	0.08	0.07553321123123169	0.5538416212473243
70	0.18	0.0011090636253356934	0.5492955524669826
75	-0.08	-0.07684975862503052	0.5510736917619741
80	-0.2	-0.1552560031414032	0.5601630238811437
85	-0.28	-0.2307426929473877	0.5743292111463292
90	-0.26	-0.3050812780857086	0.5919843464192849
95	-0.36	-0.3769952058792114	0.6148196242501718
100	-0.46	-0.4450816214084625	0.642853319445029
105	-0.56	-0.5079256892204285	0.6705068992529457
110	-0.5	-0.5628942251205444	0.6982462648735442
115	-0.74	-0.6136356592178345	0.7252407681075124
120	-0.66	-0.6604031175374985	0.7528338372644885
125	-0.7	-0.7020420581102371	0.7782830544280372
130	-0.78	-0.7403175979852676	0.8038999203400261
135	-0.78	-0.7727615088224411	0.8265731814237157
140	-0.82	-0.8009349703788757	0.8470196466263236
145	-0.8	-0.8248440623283386	0.8640556590375099
150	-0.98	-0.8448439687490463	0.8786844283111376
155	-0.86	-0.8630718663334846	0.8922231987391964
160	-0.94	-0.8794877976179123	0.9049582250979401
165	-0.78	-0.8941819742321968	0.9161828284727581
170	-0.84	-0.9057938605546951	0.9248278350400906
175	-0.92	-0.9149151146411896	0.9313577268041062
180	-0.84	-0.9230470582842827	0.9376632892564402
185	-0.98	-0.930404607206583	0.943093448308746
190	-0.94	-0.9359188079833984	0.946909750922585
195	-0.92	-0.9408987332135439	0.9508017297157199
200	-0.94	-0.9446494653820992	0.9540089724510186
205	-0.9	-0.9489016700536013	0.957481915376779
210	-0.92	-0.9513358697295189	0.959731449375338
215	-0.98	-0.9540245030075312	0.961306480233419
219	-1.0	-0.9552764445543289	0.9622080110699273
